Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
2164	5710598	die reformirten Kirchen des Frei staates Bern " ; die	statistischen	Jahrbücher des Kantons Bern von 1867 und 1868 und die	die_ART reformirten_ADJA Kirchen_NN des_ART Frei_ADJD staates_ADJA Bern_NE "_$( ;_$. die_ART	statistischen_ADJA	Jahrbücher_NN des_ART Kantons_NN Bern_NE von_APPR 1867_CARD und_KON 1868_CARD und_KON die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2163	59764342	59764342
2165	5710598	mehren , denkt auswärts von denen , die etwa in	statistischen	Tabellen diese allerdings hohen Zahlen lesen , Niemand daran ,	mehren_VVINF ,_$, denkt_VVFIN auswärts_ADV von_APPR denen_PDS ,_$, die_PRELS etwa_ADV in_APPR	statistischen_ADJA	Tabellen_NN diese_PDAT allerdings_ADV hohen_ADJA Zahlen_NN lesen_VVINF ,_$, Niemand_PIS daran_PAV ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2164	59801465	59801465
2166	5710598	Schw . - Fr . ) steuerte . Eine kleine	statistische	Uebersicht über sämmtliche Primärschulen des Amtes gestaltet sich nun im	Schw_VVFIN ._$. -_$( Fr_NE ._$. )_$( steuerte_VVFIN ._$. Eine_ART kleine_ADJA	statistische_ADJA	Uebersicht_NN über_APPR sämmtliche_ADJA Primärschulen_NN des_ART Amtes_NN gestaltet_VVFIN sich_PRF nun_ADV im_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2165	59805086	59805086
2167	5710598	das 8216 Jucharten beträgt , erzeugen sollte . Nach den	statistischen	Be rechnungen sollte diese Waldfläche nämlich einen Normalertrag von 4779	das_PRELS 8216_CARD Jucharten_NN beträgt_VVFIN ,_$, erzeugen_VVINF sollte_VMFIN ._$. Nach_APPR den_ART	statistischen_ADJA	Be_ADJA rechnungen_NN sollte_VMFIN diese_PDAT Waldfläche_NN nämlich_ADV einen_ART Normalertrag_NN von_APPR 4779_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2166	59811880	59811880
2168	5710598	Was das Versicherungswesen anbetrifft , so waren , laut dem	statistischen	Jahrbuch vom Jahr 1868 , im Jahr 1866 . .	Was_PWS das_ART Versicherungswesen_NN anbetrifft_VVFIN ,_$, so_ADV waren_VAFIN ,_$, laut_APPR dem_ART	statistischen_ADJA	Jahrbuch_NN vom_APPRART Jahr_NN 1868_CARD ,_$, im_APPRART Jahr_NN 1866_CARD ._$. ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2167	59816742	59816742
2169	25605166	in Deutschland gewonnen werden , und ihre Menge zeigt beiliegende	tabellarische	Uebersicht . 12 * 18 « Das Land der Deutschen	in_APPR Deutschland_NE gewonnen_VVPP werden_VAINF ,_$, und_KON ihre_PPOSAT Menge_NN zeigt_VVFIN beiliegende_ADJA	tabellarische_ADJA	Uebersicht_NN ._$. 12_CARD *_XY 18_CARD «_$( Das_ART Land_NN der_ART Deutschen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2168	59936831	59936831
2170	25605166	noch in neuester Zeit Untersuchungen darüber gepflogen wurden . Das	statistische	Bureau , diejenige Quelle , welche uns die mehrste Sicherheit	noch_ADV in_APPR neuester_ADJA Zeit_NN Untersuchungen_NN darüber_PAV gepflogen_VVPP wurden_VAFIN ._$. Das_ART	statistische_ADJA	Bureau_NN ,_$, diejenige_PDAT Quelle_NN ,_$, welche_PRELS uns_PRF die_ART mehrste_ADJA Sicherheit_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2169	60117567	60117567
2171	25605166	letztere 2 . 863 Seelen auf die QMeile . Das	statistisch	- geografische Handbuch für Preußen , welches im Jahre 1827	letztere_ADJA 2_CARD ._$. 863_CARD Seelen_NN auf_APPR die_ART QMeile_NN ._$. Das_PRELS	statistisch_ADJD	-_$( geografische_ADJA Handbuch_NN für_APPR Preußen_NE ,_$, welches_PRELS im_APPRART Jahre_NN 1827_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2170	60132070	60132070
2172	25605166	wird . Wahrscheinlich ist hier jedoch ein Irrthum in den	statistischen	Angabe » und mau mus ; das umgekehrte Verhältniß annehmen	wird_VAFIN ._$. Wahrscheinlich_ADJD ist_VAFIN hier_ADV jedoch_ADV ein_ART Irrthum_NN in_APPR den_ART	statistischen_ADJA	Angabe_NN »_$( und_KON mau_NN mus_VVFIN ;_$. das_ART umgekehrte_ADJA Verhältniß_NN annehmen_VVINF	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2171	60266547	60266547
2173	22148715	erhielt die Berliner Realschule durch Johann Friedrich Hähn ' s	tabellarische	Literalmethode , die darin bestand , daß die Hauptgegenstände des	erhielt_VVFIN die_ART Berliner_ADJA Realschule_NN durch_APPR Johann_NE Friedrich_NE Hähn_ADJA '_$( s_NN	tabellarische_ADJA	Literalmethode_NN ,_$, die_PRELS darin_PAV bestand_VVFIN ,_$, daß_KOUS die_ART Hauptgegenstände_NN des_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2172	60385822	60385822
2174	22148715	an die Schultafel angeschrieben und insbesondere die Hauptsätze der Disciplinen	tabellarisch	dargestellt wurden und wodurch das Auswendiglernen erleichtert und Gründlichkeit im	an_APPR die_ART Schultafel_NN angeschrieben_VVPP und_KON insbesondere_ADV die_ART Hauptsätze_NN der_ART Disciplinen_NN	tabellarisch_ADJD	dargestellt_VVPP wurden_VAFIN und_KON wodurch_PWAV das_ART Auswendiglernen_NN erleichtert_VVPP und_KON Gründlichkeit_NN im_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2173	60385860	60385860
2175	7900136	Hammers Cholder " , antwortete der Vater und warf eine	Stabelle	, welche ihm im Weg zu sein schien , in	Hammers_NE Cholder_NN "_$( ,_$, antwortete_VVFIN der_ART Vater_NN und_KON warf_VVFIN eine_ART	Stabelle_NN	,_$, welche_PRELS ihm_PPER im_APPRART Weg_NN zu_PTKZU sein_VAINF schien_VVFIN ,_$, in_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2174	60548443	60548443
2176	24240638	, welche ich - beibringe , schienen mir theils als	statistische	Belege , theils als anre gende Zeugnisse , mit denen	,_$, welche_PRELS ich_PPER -_$( beibringe_VVFIN ,_$, schienen_VVFIN mir_PPER theils_ADJD als_KOKOM	statistische_ADJA	Belege_NN ,_$, theils_NN als_KOKOM anre_ADJA gende_ADJA Zeugnisse_NN ,_$, mit_APPR denen_PRELS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2175	60638139	60638139
2177	24240638	; Die verderb liche Wirkung dieser Thatsache beweisen die bündnerischen	Armentabellen	, zufolge welchen es im Jahre 1840 etwa 3800 ,	;_$. Die_ART verderb_NN liche_ADJA Wirkung_NN dieser_PDAT Thatsache_NN beweisen_VVFIN die_ART bündnerischen_ADJA	Armentabellen_NN	,_$, zufolge_APPR welchen_PRELS es_PPER im_APPRART Jahre_NN 1840_CARD etwa_ADV 3800_CARD ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2176	60700300	60700300
2178	24240638	treffende Sen tenzen oder Bibelsprüche oder Liederverse , seien es	statistische	Angaben dgl . Wer weitere Ausbildung in der Schreibekunst bedarf	treffende_ADJA Sen_NE tenzen_NN oder_KON Bibelsprüche_NN oder_KON Liederverse_NN ,_$, seien_VAFIN es_PPER	statistische_ADJA	Angaben_NN dgl_NE ._$. Wer_PWS weitere_ADJA Ausbildung_NN in_APPR der_ART Schreibekunst_NN bedarf_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2177	60742650	60742650
2179	24240638	Kanzlei aus bestimmen zu können . " „ Neben die	Criminalstatistik	der Bauern reiht sich meist ein Verhältniß wie Ursache und	Kanzlei_NN aus_PTKVZ bestimmen_VVINF zu_PTKZU können_VMINF ._$. "_$( „_$( Neben_APPR die_ART	Criminalstatistik_NN	der_ART Bauern_NN reiht_VVFIN sich_PRF meist_ADV ein_ART Verhältniß_NN wie_KOKOM Ursache_NN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2178	60745919	60745919
2180	24240638	meist ein Verhältniß wie Ursache und Wirkung — die Criminal-	statistik	der Dorfschullehrer . Der proletarische , verschrobene Schulmeister , ist	meist_ADV ein_ART Verhältniß_NN wie_KOKOM Ursache_NN und_KON Wirkung_NN —_NN die_ART Criminal-_TRUNC	statistik_NN	der_ART Dorfschullehrer_NN ._$. Der_ART proletarische_ADJA ,_$, verschrobene_ADJA Schulmeister_NN ,_$, ist_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2179	60745934	60745934
2181	24240638	Lehrreich dürfte es sein , ein Fragment aus der neuesten	Criminalstatistik	des Herz . Nassau daneben zu stellen . In diesem	Lehrreich_ADJD dürfte_VMFIN es_PPER sein_VAINF ,_$, ein_ART Fragment_NN aus_APPR der_ART neuesten_ADJA	Criminalstatistik_NN	des_ART Herz_NN ._$. Nassau_NE daneben_PAV zu_PTKZU stellen_VVINF ._$. In_APPR diesem_PDAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2180	60746017	60746017
2182	24693223	Beruf erforderlichen Vorkcnntniffe erthei len . Man ist hierbei von	statistischen	Notizen , deren Richtigkeit bei der Quelle , aus der	Beruf_NN erforderlichen_ADJA Vorkcnntniffe_NN erthei_NE len_VVFIN ._$. Man_PIS ist_VAFIN hierbei_PAV von_APPR	statistischen_ADJA	Notizen_NN ,_$, deren_PRELAT Richtigkeit_NN bei_APPR der_ART Quelle_NN ,_$, aus_APPR der_PRELS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2181	60786465	60786465
2183	23870916	Zahlenreihen bildeten sich später zu der sogenannten Eiuheits - und	Bruchtabelle	aus , die im Jahre > 803 erschienen ist und	Zahlenreihen_NN bildeten_VVFIN sich_PRF später_ADJD zu_APPR der_ART sogenannten_ADJA Eiuheits_NN -_$( und_KON	Bruchtabelle_NN	aus_PTKVZ ,_$, die_PRELS im_APPRART Jahre_NN >_$( 803_CARD erschienen_VVPP ist_VAFIN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2182	60799520	60799520
2184	23870916	Gepräge seiner damaligen Erziehnngsan- sichten . Selbst nicht einmal die	Einheitstabelle	, wie sie vorliegt , ist ausschließlich sein Werk .	Gepräge_NN seiner_PPOSAT damaligen_ADJA Erziehnngsan-_NN sichten_VVINF ._$. Selbst_ADV nicht_PTKNEG einmal_ADV die_ART	Einheitstabelle_NN	,_$, wie_KOUS sie_PPER vorliegt_VVFIN ,_$, ist_VAFIN ausschließlich_ADV sein_PPOSAT Werk_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2183	60799827	60799827
2185	23870916	die Zöglinge selbst in den Erholungsstunden oft freiwillig vor die	Rechnungstabellen	; freudig eilten sie vom Spiel in die ernste Lehrstunde	die_ART Zöglinge_NN selbst_ADV in_APPR den_ART Erholungsstunden_NN oft_ADV freiwillig_ADJD vor_APPR die_ART	Rechnungstabellen_NN	;_$. freudig_ADJD eilten_VVFIN sie_PPER vom_APPRART Spiel_NN in_APPR die_ART ernste_ADJA Lehrstunde_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2184	60801042	60801042
2186	23870916	Einheiten sinnlich dar gestellt haben . Wir haben nämlich eine	Anschauungstabelle	der Brüche eingerichtet , die 11 Reihen hat , deren	Einheiten_NN sinnlich_ADJD dar_PTKVZ gestellt_VVPP haben_VAFIN ._$. Wir_PPER haben_VAFIN nämlich_ADV eine_ART	Anschauungstabelle_NN	der_ART Brüche_NN eingerichtet_VVPP ,_$, die_PRELS 11_CARD Reihen_NN hat_VAFIN ,_$, deren_PRELAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2185	60873656	60873656
2187	24776081	das geistliche Untergericht beiwohnen . Dazu soll der Lehrer eine	Schultabelle	in doppelten Exemplaren und nach folgendem Schema einreichen : 1	das_ART geistliche_ADJA Untergericht_NN beiwohnen_VVINF ._$. Dazu_PAV soll_VMFIN der_ART Lehrer_NN eine_ART	Schultabelle_NN	in_APPR doppelten_ADJA Exemplaren_NN und_KON nach_APPR folgendem_ADJA Schema_NN einreichen_VVINF :_$. 1_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2186	61006810	61006810
2188	24776081	Montags . Wie Montags . Wie Montags . Vor dieser	Stundentabelle	ist in 16 Paragraphen außer der hier benannten Lectionsvertheilung genau	Montags_NN ._$. Wie_KOKOM Montags_NN ._$. Wie_KOKOM Montags_NN ._$. Vor_APPR dieser_PDAT	Stundentabelle_NN	ist_VAFIN in_APPR 16_CARD Paragraphen_NN außer_APPR der_ART hier_ADV benannten_ADJA Lectionsvertheilung_NN genau_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2187	61009077	61009077
2189	24776081	Woche um die andere in allen Classen repetirt . Die	Stundentabelle	soll der Lehrer auf einen Bogen schreiben und in der	Woche_NN um_APPR die_ART andere_PIS in_APPR allen_PIAT Classen_NN repetirt_NN ._$. Die_ART	Stundentabelle_NN	soll_VMFIN der_ART Lehrer_NN auf_APPR einen_ART Bogen_NN schreiben_VVINF und_KON in_APPR der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2188	61009236	61009236
2190	24776081	— Auch hat er die Schülerlisten , Versäumniß - und	Examentabellen	u . s . w . stets in bester Ordnung	—_NN Auch_ADV hat_VAFIN er_PPER die_ART Schülerlisten_NN ,_$, Versäumniß_NN -_$( und_KON	Examentabellen_NN	u_VVFIN ._$. s_NN ._$. w_NE ._$. stets_ADV in_APPR bester_ADJA Ordnung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2189	61011900	61011900
2191	24776081	nöthig — Anzeige von den unerlaubten machen und wöchentlich die	Versäumnißtabellen	dem Pfarrer vorlegen . Er hat ferner noch darauf zu	nöthig_ADJD —_ADJA Anzeige_NN von_APPR den_ART unerlaubten_ADJA machen_VVINF und_KON wöchentlich_ADJD die_ART	Versäumnißtabellen_NN	dem_ART Pfarrer_NN vorlegen_VVINF ._$. Er_PPER hat_VAFIN ferner_ADJD noch_ADV darauf_PAV zu_PTKZU	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2190	61012099	61012099
2192	8712769	zweiten Grades oder Kombinationen von Kombinationen Historisch - geographisch -	statistisches	Gemälde der Schweiz. VII . Band . Per Kanton Glarus	zweiten_ADJA Grades_NN oder_KON Kombinationen_NN von_APPR Kombinationen_NN Historisch_NN -_$( geographisch_ADJD -_$(	statistisches_ADJA	Gemälde_NN der_ART Schweiz._NE VII_NE ._$. Band_NN ._$. Per_APPR Kanton_NN Glarus_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2191	61429237	61429237
2193	8712769	« . Der Kanton Glarus , historisch - geographisch -	statistisch	geschildert von den ältesten Zeiten bis auf die Gegenwart .	«_$( ._$. Der_ART Kanton_NN Glarus_NN ,_$, historisch_ADJD -_$( geographisch_ADJD -_$(	statistisch_ADJD	geschildert_VVPP von_APPR den_ART ältesten_ADJA Zeiten_NN bis_KON auf_APPR die_ART Gegenwart_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2192	61429298	61429298
2194	8712769	( Kanton Glarus ) . Winterthur 1802. Kurze geographisch -	statistische	Darstellung des Kant . Glarus , von J . J	(_$( Kanton_NN Glarus_NN )_$( ._$. Winterthur_NE 1802._ADJA Kurze_NN geographisch_ADJD -_$(	statistische_ADJA	Darstellung_NN des_ART Kant_NE ._$. Glarus_NN ,_$, von_APPR J_NN ._$. J_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2193	61433128	61433128
2195	8712769	solches über Führung von Sterbctabcllen , besonders zur AuSmittlnng einer	Krankenstatistik	des Landes ; 3 . eine Wascnordnnng zu zweckmäßiger Beseitigung	solches_PIAT über_APPR Führung_NN von_APPR Sterbctabcllen_NN ,_$, besonders_ADV zur_APPRART AuSmittlnng_NE einer_ART	Krankenstatistik_NN	des_ART Landes_NN ;_$. 3_CARD ._$. eine_ART Wascnordnnng_NE zu_APPR zweckmäßiger_ADJA Beseitigung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2194	61722252	61722252
2196	8712769	6 Schulen waren Schulgesetze ; in 7 Vcrsäumniß - und	Sittentabellcn	: in 2 bloß Vcrsänmnißtabcllcn ; in 13 keine von	6_CARD Schulen_NN waren_VAFIN Schulgesetze_NN ;_$. in_APPR 7_CARD Vcrsäumniß_NN -_$( und_KON	Sittentabellcn_NE	:_$. in_APPR 2_CARD bloß_ADJD Vcrsänmnißtabcllcn_NE ;_$. in_APPR 13_CARD keine_PIAT von_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2195	61727333	61727333
2197	8712769	körperliche Strafen ; 15 hatten Versäum- nißtabclieu ; 4 hatten	Sittentabellcn	; t " beide nicht . 1832 . Zu 5	körperliche_ADJA Strafen_NN ;_$. 15_CARD hatten_VAFIN Versäum-_TRUNC nißtabclieu_NN ;_$. 4_CARD hatten_VAFIN	Sittentabellcn_NE	;_$. t_NN "_$( beide_PIS nicht_PTKNEG ._$. 1832_CARD ._$. Zu_APPR 5_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2196	61727379	61727379
2198	8712769	. * ) Diese Zahlen find hier durchgängig aus der	Bevölkerungstabelle	von 1837 geschöpft , da die seitherigen Geburts - und	._$. *_XY )_$( Diese_PDAT Zahlen_NN find_VVFIN hier_ADV durchgängig_ADJD aus_APPR der_ART	Bevölkerungstabelle_NN	von_APPR 1837_CARD geschöpft_VVPP ,_$, da_KOUS die_ART seitherigen_ADJA Geburts_NN -_$( und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2197	61757855	61757855
2199	8712769	Industrie und den durch sie hervorgerufenen Wohl stand . Die	BevölkernugStabelle	vcn 1837 gibt darüber folgende Zahlen an : 3 Goldschmiede	Industrie_NN und_KON den_ART durch_APPR sie_PPER hervorgerufenen_ADJA Wohl_NN stand_VVFIN ._$. Die_ART	BevölkernugStabelle_NN	vcn_NN 1837_CARD gibt_VVFIN darüber_PAV folgende_ADJA Zahlen_NN an_PTKVZ :_$. 3_CARD Goldschmiede_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2198	61771487	61771487
2200	8712769	. Daneben finden sieh nun beinahe alle Handwerke ; die	Vcvöikernngstabelle	von 1837 zählt 2i2 Individuen auf , welche die sem	._$. Daneben_PAV finden_VVFIN sieh_VVIMP nun_ADV beinahe_ADV alle_PIAT Handwerke_NN ;_$. die_ART	Vcvöikernngstabelle_NN	von_APPR 1837_CARD zählt_VVFIN 2i2_ADJA Individuen_NN auf_PTKVZ ,_$, welche_PRELS die_ART sem_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2199	61783671	61783671
2201	8712769	Der Handwerksstand ist sehr beträchtlich und ausgedehnt ( die Bevölkcrnngs-	tabelle	zählt 2l1 in diese Klasse zu rechnende Personen auf )	Der_ART Handwerksstand_NN ist_VAFIN sehr_ADV beträchtlich_ADJD und_KON ausgedehnt_ADJD (_$( die_ART Bevölkcrnngs-_TRUNC	tabelle_NN	zählt_VVFIN 2l1_ADJD in_APPR diese_PDAT Klasse_NN zu_APPR rechnende_ADJA Personen_NN auf_PTKVZ )_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2200	61790944	61790944
2202	8712769	kir co 6iits nicki ksi ' Lusnskmsnk Kanton Glarus ,	historisch-geographisch-statistisch	geschildert von den ältesten Zeiten bis auf die Gegenwart VWßU	kir_ADJA co_ADJA 6iits_NN nicki_NE ksi_NN '_$( Lusnskmsnk_ADJA Kanton_NN Glarus_NN ,_$,	historisch-geographisch-statistisch_ADJD	geschildert_VVPP von_APPR den_ART ältesten_ADJA Zeiten_NN bis_KON auf_APPR die_ART Gegenwart_NN VWßU_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2201	61798420	61798420
2203	10839747	nicht schlechter daran als andere Stände . Die Sterblichkeit ist	statistisch	nachweisbar in einzelnen Handwerken , wie z . B .	nicht_PTKNEG schlechter_ADJD daran_PAV als_KOKOM andere_PIS Stände_NN ._$. Die_ART Sterblichkeit_NN ist_VAFIN	statistisch_ADJD	nachweisbar_ADJD in_APPR einzelnen_ADJA Handwerken_NN ,_$, wie_KOKOM z_ADJD ._$. B_NE ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2202	61802679	61802679
2204	10839747	mannigfaltigsten ökonomischen und socialen Zustände darstellt , liefert den beachtenswerthcn	statistischen	Nachweis , daß die sittlichen Zustände der industriellen Kantone den	mannigfaltigsten_ADJA ökonomischen_ADJA und_KON socialen_ADJA Zustände_NN darstellt_VVFIN ,_$, liefert_VVFIN den_ART beachtenswerthcn_ADJA	statistischen_ADJA	Nachweis_NN ,_$, daß_KOUS die_ART sittlichen_ADJA Zustände_NN der_ART industriellen_ADJA Kantone_NN den_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2203	61804022	61804022
2205	10839747	) r . W . Gisi : „ Die Bevöl	kerungsstatistik	der schweizerischen Eidgenossenschaft " anzuführen . Der Verfasser schreibt auf	)_$( r_VVFIN ._$. W_NN ._$. Gisi_NE :_$. „_$( Die_ART Bevöl_NN	kerungsstatistik_NN	der_ART schweizerischen_ADJA Eidgenossenschaft_NN "_$( anzuführen_VVIZU ._$. Der_ART Verfasser_NN schreibt_VVFIN auf_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2204	61804197	61804197
2206	10839747	Schichten der Bevölkerung , wie sich sowohl aus der Steuer	statistik	als auch aus der Sparkassenstatistik des Kantons Zürich evident nachweisen	Schichten_NN der_ART Bevölkerung_NN ,_$, wie_KOUS sich_PRF sowohl_KON aus_APPR der_ART Steuer_NN	statistik_ADJD	als_KOKOM auch_ADV aus_APPR der_ART Sparkassenstatistik_NN des_ART Kantons_NN Zürich_NE evident_ADJD nachweisen_VVINF	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2205	61804469	61804469
2207	10839747	sich sowohl aus der Steuer statistik als auch aus der	Sparkassenstatistik	des Kantons Zürich evident nachweisen läßt . Das Steucrkapital des	sich_PRF sowohl_KON aus_APPR der_ART Steuer_NN statistik_ADJD als_KOKOM auch_ADV aus_APPR der_ART	Sparkassenstatistik_NN	des_ART Kantons_NN Zürich_NE evident_ADJD nachweisen_VVINF läßt_VVFIN ._$. Das_ART Steucrkapital_NN des_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2206	61804474	61804474
2208	10839747	1867 , worin u . A . auch die neuesten	statistischen	Angaben über den Stand der Hauptindustriezweige der Schweiz enthalten sind	1867_CARD ,_$, worin_PWAV u_VVFIN ._$. A_NN ._$. auch_ADV die_ART neuesten_ADJA	statistischen_ADJA	Angaben_NN über_APPR den_ART Stand_NN der_ART Hauptindustriezweige_NN der_ART Schweiz_NE enthalten_VVPP sind_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2207	61816922	61816922
2209	10839747	Seite wurde betont , daß die Fabrikinspektionen für handelspolitische und	statistische	Zwecke nützliche Dienste leisten könnten . Endlich sprachen mehrere Mit	Seite_NN wurde_VAFIN betont_VVPP ,_$, daß_KOUS die_ART Fabrikinspektionen_NN für_APPR handelspolitische_ADJA und_KON	statistische_ADJA	Zwecke_NN nützliche_ADJA Dienste_NN leisten_VVINF könnten_VMFIN ._$. Endlich_ADV sprachen_VVFIN mehrere_PIS Mit_PTKVZ	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2208	61832069	61832069
2210	9317405	irr . Wann Lezterer , dem Grossen Rathe , eine	tabellarische	Ueber sicht aller dieser Zunft - Verrichtungen vorzulegen habe ,	irr_VVIMP ._$. Wann_PWAV Lezterer_NN ,_$, dem_ART Grossen_ADJA Rathe_NN ,_$, eine_ART	tabellarische_ADJA	Ueber_NN sicht_NN aller_PIAT dieser_PDAT Zunft_NN -_$( Verrichtungen_NN vorzulegen_VVIZU habe_VAFIN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2209	61983492	61983492
2211	9317405	Raths einsenden . zf . Der Kleine Rath wird eine	tabellarische	Uebersicht aller dieser Zunftverrichtungen dem Gros » scn Rath bey	Raths_NN einsenden_VVINF ._$. zf_NE ._$. Der_ART Kleine_ADJA Rath_NE wird_VAFIN eine_ART	tabellarische_ADJA	Uebersicht_NN aller_PIAT dieser_PDAT Zunftverrichtungen_NN dem_ART Gros_NN »_$( scn_NE Rath_NE bey_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=2210	62006716	62006716
