Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
345	24480984	Proportion leerstehender Paläste und Häuser aus . Bei der 1846er	Zählung	fand man in der Stadt Gent 17,103 Häuser , wovon	Proportion_NN leerstehender_ADJA Paläste_NN und_KON Häuser_NN aus_PTKVZ ._$. Bei_APPR der_ART 1846er_NN	Zählung_NN	fand_VVFIN man_PIS in_APPR der_ART Stadt_NN Gent_NN 17,103_CARD Häuser_NN ,_$, wovon_PWAV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=344	62720683	62720683
346	24480984	des selbständigen Belgiens und der einzigen , die über jene	Zählung	erschienen — nicht die absoluten Zahlen , sondern nur die	des_ART selbständigen_ADJA Belgiens_NE und_KON der_ART einzigen_ADJA ,_$, die_PRELS über_APPR jene_PDAT	Zählung_NN	erschienen_VVPP —_ADJD nicht_PTKNEG die_ART absoluten_ADJA Zahlen_NN ,_$, sondern_KON nur_ADV die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=345	62722994	62722994
347	24480984	ihnen zur Seite dieselben Proportionsbereclinungen nach den Ergebnissen der 1846er	Zählung	. Belgisches Behausungsverhältniss in Stadt und Land nach den Aufnahmen	ihnen_PPER zur_APPRART Seite_NN dieselben_PDAT Proportionsbereclinungen_NN nach_APPR den_ART Ergebnissen_NN der_ART 1846er_NN	Zählung_NN	._$. Belgisches_ADJA Behausungsverhältniss_NN in_APPR Stadt_NN und_KON Land_NN nach_APPR den_ART Aufnahmen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=346	62723026	62723026
348	24480984	, bisher noch nirgends ( ausser in Belgien ) eine	Zählung	der Wohnsimmer vorgenommen wurde . Der Statistiker und Staats ökonom	,_$, bisher_ADV noch_ADV nirgends_ADV (_$( ausser_APPR in_APPR Belgien_NE )_$( eine_ART	Zählung_NN	der_ART Wohnsimmer_NN vorgenommen_VVPP wurde_VAFIN ._$. Der_ART Statistiker_NN und_KON Staats_NN ökonom_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=347	62728705	62728705
349	24480984	auf dem Lande . Es wurde bei der 1846er belgischen	Zählung	auch der Civilstand der Bevölkerung genau verzeichnet . Wir kommen	auf_APPR dem_ART Lande_NN ._$. Es_PPER wurde_VAFIN bei_APPR der_ART 1846er_NN belgischen_ADJA	Zählung_NN	auch_ADV der_ART Civilstand_NN der_ART Bevölkerung_NN genau_ADJD verzeichnet_VVPP ._$. Wir_PPER kommen_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=348	62731115	62731115
350	24480984	betreffs der Familienstärke miteinander vergleichen . Die 1849er preus- sische	Zählung	fand in den Städten : 4,324,813 Individ . u .	betreffs_NN der_ART Familienstärke_NN miteinander_ADV vergleichen_VVINF ._$. Die_ART 1849er_NN preus-_TRUNC sische_ADJA	Zählung_NN	fand_VVFIN in_APPR den_ART Städten_NN :_$. 4,324,813_CARD Individ_NN ._$. u_VVFIN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=349	62732686	62732686
351	24480984	selbst halten , wo zwischen der 1829er und der 1846er	Zählung	weder Sterblichkeit und Auswanderung noch Bürgerkrieg und seine traurigen Nachwehen	selbst_ADV halten_VVINF ,_$, wo_PWAV zwischen_APPR der_ART 1829er_NN und_KON der_ART 1846er_NN	Zählung_NN	weder_KON Sterblichkeit_NN und_KON Auswanderung_NN noch_KON Bürgerkrieg_NN und_KON seine_PPOSAT traurigen_ADJA Nachwehen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=350	62733425	62733425
352	24480984	. Um das Ergebniss der 1846er mit dem der 1829er	Zählung	vergleichbar zu machen , müssen wir , da bei letzterer	._$. Um_KOUI das_ART Ergebniss_NN der_ART 1846er_NN mit_APPR dem_ART der_ART 1829er_NN	Zählung_NN	vergleichbar_ADJD zu_PTKZU machen_VVINF ,_$, müssen_VMFIN wir_PPER ,_$, da_KOUS bei_APPR letzterer_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=351	62733469	62733469
353	24480984	im Jahre 1847 geltend machte , also nicht vor der	Zählung	, und dass sie die fragliche Abnahme der Familienstärke nicht	im_APPRART Jahre_NN 1847_CARD geltend_ADJD machte_VVFIN ,_$, also_ADV nicht_PTKNEG vor_APPR der_ART	Zählung_NN	,_$, und_KON dass_KOUS sie_PPER die_ART fragliche_ADJA Abnahme_NN der_ART Familienstärke_NN nicht_PTKNEG	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=352	62733597	62733597
354	24480984	verschulden konnte . Im benachbarten Holland , wo die letzte	Zählung	erst nach den 1846/7er Nothständen vorgenommen wurde , mögen diese	verschulden_VVINF konnte_VMFIN ._$. Im_APPRART benachbarten_ADJA Holland_NE ,_$, wo_PWAV die_ART letzte_ADJA	Zählung_NN	erst_ADV nach_APPR den_ART 1846/7er_NN Nothständen_NN vorgenommen_VVPP wurde_VAFIN ,_$, mögen_VMFIN diese_PDS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=353	62733618	62733618
355	24480984	erst seit 1846 gezählt ; zwischen der 1846er und 1849er	Zählung	liegen aber dort auch die 1847er Noth , die 1848er	erst_ADV seit_APPR 1846_CARD gezählt_VVPP ;_$. zwischen_APPR der_ART 1846er_NN und_KON 1849er_NN	Zählung_NN	liegen_VVFIN aber_ADV dort_ADV auch_ADV die_ART 1847er_NN Noth_NE ,_$, die_ART 1848er_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=354	62733806	62733806
356	24480984	426 „ ; also für 100 Familien bei der zweiten	Zählung	um 35 Mitglieder weniger als bei der ersten , wo	426_CARD „_$( ;_$. also_ADV für_APPR 100_CARD Familien_NN bei_APPR der_ART zweiten_ADJA	Zählung_NN	um_APPR 35_CARD Mitglieder_NN weniger_ADV als_KOKOM bei_APPR der_ART ersten_ADJA ,_$, wo_PWAV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=355	62735851	62735851
357	24480984	Heerschau mit Belgien beginnend , finden wir bei der 1846er	Zählung	unter 4,337,196 Individuen der Gesammtbevölkerung 2,163,523 männlichen und 2,173,673 weiblichen	Heerschau_NN mit_APPR Belgien_NE beginnend_ADJD ,_$, finden_VVFIN wir_PPER bei_APPR der_ART 1846er_NN	Zählung_NN	unter_APPR 4,337,196_CARD Individuen_NN der_ART Gesammtbevölkerung_NN 2,163,523_CARD männlichen_ADJA und_KON 2,173,673_CARD weiblichen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=356	62740270	62740270
358	24480984	Von der jüngsten , am 1 . Januar 1852 geschlossenen	Zählung	hat bisher der „ Moniteur universel “ ( Juni 1852	Von_APPR der_ART jüngsten_ADJA ,_$, am_APPRART 1_CARD ._$. Januar_NN 1852_CARD geschlossenen_ADJA	Zählung_NN	hat_VAFIN bisher_ADV der_ART „_$( Moniteur_NN universel_NE “_$( (_$( Juni_NN 1852_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=357	62741356	62741356
359	24480984	, verringert diesen Ueberschuss , der dann bei der 1806er	Zählung	nur 28 pro Mille oder an 3 % beträgt .	,_$, verringert_VVFIN diesen_PDAT Ueberschuss_NN ,_$, der_PRELS dann_ADV bei_APPR der_ART 1806er_ADJA	Zählung_NN	nur_ADV 28_CARD pro_APPR Mille_NN oder_KON an_APPR 3_CARD %_NN beträgt_VVFIN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=358	62741561	62741561
360	24480984	der Männer fühlbar ge lichtet , und bei der nächsten	Zählung	( 1821 ) erhebt sich der weibliche Ueber schuss auf	der_ART Männer_NN fühlbar_ADJD ge_ADJD lichtet_VVFIN ,_$, und_KON bei_APPR der_ART nächsten_ADJA	Zählung_NN	(_$( 1821_CARD )_$( erhebt_VVFIN sich_PRF der_ART weibliche_ADJA Ueber_NN schuss_NN auf_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=359	62741612	62741612
361	24480984	Jahr zur Grenzscheide , so finden wir nach der 1849er	Zählung	bis 45 Jahre all : 6,778,984 M . ; 6,697,208	Jahr_NN zur_APPRART Grenzscheide_NN ,_$, so_ADV finden_VVFIN wir_PPER nach_APPR der_ART 1849er_NN	Zählung_NN	bis_APPR 45_CARD Jahre_NN all_PIAT :_$. 6,778,984_CARD M_NN ._$. ;_$. 6,697,208_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=360	62742941	62742941
362	24480984	. Sie hatten z . B . nach der 1840er	Zählung	7,249,266 Individuen männlichen und 6,939,842 weiblichen Geschlechts ; also gegen	._$. Sie_PPER hatten_VAFIN z_ADJD ._$. B_NE ._$. nach_APPR der_ART 1840er_NN	Zählung_NN	7,249,266_CARD Individuen_NN männlichen_ADJA und_KON 6,939,842_CARD weiblichen_ADJA Geschlechts_NN ;_$. also_ADV gegen_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=361	62743339	62743339
363	24480984	ist als das weibliche , wodurch sich dann bei jeder	Zählung	ein Ueberschuss zu Gunsten des erstem heraussteilen muss . Sie	ist_VAFIN als_KOKOM das_ART weibliche_ADJA ,_$, wodurch_PWAV sich_PRF dann_ADV bei_APPR jeder_PIAT	Zählung_NN	ein_ART Ueberschuss_NN zu_APPR Gunsten_NN des_ART erstem_ADJA heraussteilen_NN muss_VMFIN ._$. Sie_PPER	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=362	62743390	62743390
364	24480984	wir nämlich die Ergeb nisse der 1830er und der 1840er	Zählung	, die eine Gesammtbevölkerung von 24,733,356 E . ergeben ,	wir_PPER nämlich_ADV die_ART Ergeb_NE nisse_NN der_ART 1830er_NN und_KON der_ART 1840er_NN	Zählung_NN	,_$, die_PRELS eine_ART Gesammtbevölkerung_NN von_APPR 24,733,356_CARD E_NN ._$. ergeben_VVPP ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=363	62743748	62743748
365	24480984	gesetzt zu sein . Ich habe nämlich von der 1840er	Zählung	neun Staaten ausgeschieden , die zu Ende des vorigen Jahrhunderts	gesetzt_VVPP zu_PTKZU sein_VAINF ._$. Ich_PPER habe_VAFIN nämlich_ADV von_APPR der_ART 1840er_NN	Zählung_NN	neun_CARD Staaten_NN ausgeschieden_VVPP ,_$, die_PRELS zu_APPR Ende_NN des_ART vorigen_ADJA Jahrhunderts_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=364	62744170	62744170
366	24480984	diese neuen , andererseits die 21 , in der 1840er	Zählung	begriffenen alten Staaten zusammen , so finden Sie über siebzig	diese_PDAT neuen_ADJA ,_$, andererseits_ADV die_ART 21_CARD ,_$, in_APPR der_ART 1840er_NN	Zählung_NN	begriffenen_ADJA alten_ADJA Staaten_NN zusammen_PTKVZ ,_$, so_ADV finden_VVFIN Sie_PPER über_APPR siebzig_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=365	62744348	62744348
367	24480984	populationistischer Abhandlung schiene zwar , als sei bei der 1851er	Zählung	auch das Alter der Bevölkerung mit aufgenommen ; es liegt	populationistischer_ADJA Abhandlung_NN schiene_VVFIN zwar_ADV ,_$, als_KOUS sei_VAFIN bei_APPR der_ART 1851er_NN	Zählung_NN	auch_ADV das_ART Alter_NN der_ART Bevölkerung_NN mit_PTKVZ aufgenommen_VVPP ;_$. es_PPER liegt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=366	62747642	62747642
368	24480984	nach den Altersclassen . In England wurde 1821 eine genaue	Zählung	nach den Altersclassen vorgenommen . Der sonst so wackere Rickmann	nach_APPR den_ART Altersclassen_NN ._$. In_APPR England_NE wurde_VAFIN 1821_CARD eine_ART genaue_ADJA	Zählung_NN	nach_APPR den_ART Altersclassen_NN vorgenommen_VVPP ._$. Der_ART sonst_ADV so_ADV wackere_ADJA Rickmann_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=367	62747717	62747717
369	24480984	bekannt sei . Aus diesem Grunde unterblieb bei der 1831er	Zählung	die Aufnahme der Altersclassen , und man beschränkte sich darauf	bekannt_VVPP sei_VAFIN ._$. Aus_APPR diesem_PDAT Grunde_NN unterblieb_VVFIN bei_APPR der_ART 1831er_NN	Zählung_NN	die_ART Aufnahme_NN der_ART Altersclassen_NN ,_$, und_KON man_PIS beschränkte_VVFIN sich_PRF darauf_PAV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=368	62747775	62747775
370	24480984	daher mehr Individuen das Mannesalter erreichen und dann bei jeder	Zählung	die relative Stärke der zweiten Altersclasse bedeutender erscheine . Nach	daher_PAV mehr_ADV Individuen_NN das_ART Mannesalter_NN erreichen_VVINF und_KON dann_ADV bei_APPR jeder_PIAT	Zählung_NN	die_ART relative_ADJA Stärke_NN der_ART zweiten_ADJA Altersclasse_NN bedeutender_ADJD erscheine_VVFIN ._$. Nach_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=369	62751117	62751117
371	24480984	Kindersterblichkeit bedeutend , in jedem Momente , wo man eine	Zählung	vornimmt , die Zahl der Erwachsenen im Verhältniss zu den	Kindersterblichkeit_NN bedeutend_ADJD ,_$, in_APPR jedem_PIAT Momente_NN ,_$, wo_PWAV man_PIS eine_ART	Zählung_NN	vornimmt_VVFIN ,_$, die_ART Zahl_NN der_ART Erwachsenen_NN im_APPRART Verhältniss_NN zu_APPR den_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=370	62752242	62752242
372	24480984	. Trotzdem zeigt die 1840er und be sonders die 1830er	Zählung	ein so geringes pro Mille productiver und ein so hohes	._$. Trotzdem_PAV zeigt_VVFIN die_ART 1840er_NN und_KON be_VVFIN sonders_ADV die_ART 1830er_NN	Zählung_NN	ein_ART so_ADV geringes_ADJA pro_APPR Mille_NN productiver_ADJD und_KON ein_ART so_ADV hohes_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=371	62752904	62752904
373	24480984	hatte diese Thatsache schon früher an den Ergebnissen der 1830er	Zählung	bemerkt , und da er nach seiner ( und der	hatte_VAFIN diese_PDAT Thatsache_NN schon_ADV früher_ADV an_APPR den_ART Ergebnissen_NN der_ART 1830er_NN	Zählung_NN	bemerkt_VVPP ,_$, und_KON da_KOUS er_PPER nach_APPR seiner_PPOSAT (_$( und_KON der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=372	62753009	62753009
374	24480984	neue Verstärkung erhält , so wird sie bei jeder spätem	Zählung	ein höheres pro Mille der Gesamml- bcvölkerung absorbiren , wiewol	neue_ADJA Verstärkung_NN erhält_VVFIN ,_$, so_ADV wird_VAFIN sie_PPER bei_APPR jeder_PIAT spätem_ADJA	Zählung_NN	ein_ART höheres_ADJA pro_APPR Mille_NN der_ART Gesamml-_TRUNC bcvölkerung_NN absorbiren_NN ,_$, wiewol_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=373	62754737	62754737
375	24480984	ductiver Bevölkerung zeigen würde , als sie bei einer frühem	Zählung	gezeigt . Diese Bemerkung scheint mir namentlich auf England (	ductiver_ADJA Bevölkerung_NN zeigen_VVINF würde_VAFIN ,_$, als_KOUS sie_PPER bei_APPR einer_ART frühem_ADJA	Zählung_NN	gezeigt_VVPP ._$. Diese_PDAT Bemerkung_NN scheint_VVFIN mir_PPER namentlich_ADJD auf_APPR England_NE (_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=374	62754791	62754791
376	24480984	haltlos wird . Er Übersicht erstens , dass die 1821er	Zählung	kurz nach einem verheerenden zwanzigjährigen europäischen Kriege aus geführt wurde	haltlos_ADJD wird_VAFIN ._$. Er_PPER Übersicht_NN erstens_ADV ,_$, dass_KOUS die_ART 1821er_NN	Zählung_NN	kurz_ADJD nach_APPR einem_ART verheerenden_ADJA zwanzigjährigen_ADJA europäischen_ADJA Kriege_NN aus_APZR geführt_VVPP wurde_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=375	62754954	62754954
377	24480984	vorhei- ratheten Bevölkerung berechnen . In Belgien fand die 1846er	Zählung	unter 1,322,588 verheiratheten Individuen nur 1205 , also kaum V	vorhei-_ADJA ratheten_ADJA Bevölkerung_NN berechnen_VVINF ._$. In_APPR Belgien_NE fand_VVFIN die_ART 1846er_NN	Zählung_NN	unter_APPR 1,322,588_CARD verheiratheten_NN Individuen_NN nur_ADV 1205_CARD ,_$, also_ADV kaum_ADV V_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=376	62758895	62758895
378	24480984	So z . B . fand man bei der 1849er	Zählung	in Preussen 3,676,401 von 0 — 19 Jahre alte männliche	So_ADV z_ADJD ._$. B_NE ._$. fand_VVFIN man_PIS bei_APPR der_ART 1849er_NN	Zählung_NN	in_APPR Preussen_NE 3,676,401_CARD von_APPR 0_CARD —_NN 19_CARD Jahre_NN alte_ADJA männliche_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=377	62759753	62759753
379	24480984	stellt sich in diesen vier Staaten wirklich bei der spätem	Zählung	geringer heraus , als sie bei der frühem erschienen .	stellt_VVFIN sich_PRF in_APPR diesen_PDAT vier_CARD Staaten_NN wirklich_ADJD bei_APPR der_ART spätem_ADJA	Zählung_NN	geringer_ADJD heraus_PTKVZ ,_$, als_KOUS sie_PPER bei_APPR der_ART frühem_ADJA erschienen_VVPP ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=378	62760314	62760314
380	24480984	gar nicht anders sein , dass sich bei jeder spätem	Zählung	ein kleineres pro Mille wirklich verheiratheter Individuen herausslelll , auch	gar_ADV nicht_PTKNEG anders_ADV sein_VAINF ,_$, dass_KOUS sich_PRF bei_APPR jeder_PIAT spätem_ADJA	Zählung_NN	ein_ART kleineres_ADJA pro_APPR Mille_NN wirklich_ADJD verheiratheter_ADJA Individuen_NN herausslelll_VVFIN ,_$, auch_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=379	62760474	62760474
381	24480984	Individuen der verheirathbaren Bevölke rung angehören . Nur die belgische	Zählung	gestattet diese Scheidung und folg lich die genaue Angabe darüber	Individuen_NN der_ART verheirathbaren_ADJA Bevölke_NN rung_NN angehören_VVINF ._$. Nur_ADV die_ART belgische_ADJA	Zählung_NN	gestattet_VVFIN diese_PDAT Scheidung_NN und_KON folg_VVIMP lich_VVFIN die_ART genaue_ADJA Angabe_NN darüber_PAV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=380	62761037	62761037
382	24480984	in England . Die Bevölkerung war dort nach der 1841er	Zählung	15,911,725 , nach der 1851er 17,922,768 S . stark ,	in_APPR England_NE ._$. Die_ART Bevölkerung_NN war_VAFIN dort_ADV nach_APPR der_ART 1841er_NN	Zählung_NN	15,911,725_CARD ,_$, nach_APPR der_ART 1851er_NN 17,922,768_CARD S_NN ._$. stark_ADJD ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=381	62768220	62768220
383	24480984	und dessen Gebiet ) begreifen wollen . Nach der 1850er	Zählung	hatte Böhmen 4,409,900 , die Lombardei ( mit Venedig )	und_KON dessen_PDAT Gebiet_NN )_$( begreifen_VVINF wollen_VMFIN ._$. Nach_APPR der_ART 1850er_NN	Zählung_NN	hatte_VAFIN Böhmen_NN 4,409,900_CARD ,_$, die_PRELS Lombardei_NE (_$( mit_APPR Venedig_NE )_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=382	62784973	62784973
384	24480984	. Ebenso differirt die ab solute Ileirathsfrequenz . Die 1849er	Zählung	ergab für die sächsischen Städte 668,791 , für die Landgemeinden	._$. Ebenso_ADV differirt_NN die_ART ab_ADV solute_ADJA Ileirathsfrequenz_NN ._$. Die_ART 1849er_NN	Zählung_NN	ergab_VVFIN für_APPR die_ART sächsischen_ADJA Städte_NN 668,791_CARD ,_$, für_APPR die_ART Landgemeinden_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=383	62789784	62789784
385	24480984	Geburlszahl der elf Jahre 1841/51 ; denn du die belgische	Zählung	( vom 15 . October 1846 ) nahezu in die	Geburlszahl_NN der_ART elf_CARD Jahre_NN 1841/51_CARD ;_$. denn_KON du_PPER die_ART belgische_ADJA	Zählung_NN	(_$( vom_APPRART 15_CARD ._$. October_ADJA 1846_CARD )_$( nahezu_ADV in_APPR die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=384	62824229	62824229
386	24480984	mit den resp . Bevölkerungszahlen , wie sie die 1846er	Zählung	für jede Frovinz ergab ( Br . IV . §	mit_APPR den_ART resp_NN ._$. Bevölkerungszahlen_NN ,_$, wie_KOUS sie_PPER die_ART 1846er_NN	Zählung_NN	für_APPR jede_PIAT Frovinz_NN ergab_VVFIN (_$( Br_NE ._$. IV_NE ._$. §_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=385	62824438	62824438
387	24480984	richtiges Mittel gelten können . Nun fand aber die 1846er	Zählung	in productivem Alter stehende , d . h . von	richtiges_ADJA Mittel_NN gelten_VVINF können_VMINF ._$. Nun_ADV fand_VVFIN aber_ADV die_ART 1846er_NN	Zählung_NN	in_APPR productivem_ADJA Alter_NN stehende_ADJA ,_$, d_ADJD ._$. h_NN ._$. von_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=386	62824933	62824933
388	24480984	können daher als sehr genaue Millelzahlen für das Bei dieser	Zählung	fand man in der 5 . Division 1,740,032 , 9	können_VMFIN daher_ADV als_KOKOM sehr_ADV genaue_ADJA Millelzahlen_NN für_APPR das_ART Bei_APPR dieser_PDAT	Zählung_NN	fand_VVFIN man_PIS in_APPR der_ART 5_CARD ._$. Division_NN 1,740,032_CARD ,_$, 9_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=387	62825479	62825479
389	24480984	( Juni 1863 ) erschienenen drei Foliobände über die 1851er	Zählung	ent halten nur die absoluten Zahlen der Einwohner , während	(_$( Juni_NN 1863_CARD )_$( erschienenen_ADJA drei_CARD Foliobände_NN über_APPR die_ART 1851er_NN	Zählung_NN	ent_ADJD halten_VVFIN nur_ADV die_ART absoluten_ADJA Zahlen_NN der_ART Einwohner_NN ,_$, während_KOUS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=388	62825738	62825738
390	24480984	gleicher Weise untersuchen . Nach der jüngsten ( 1849er )	Zählung	hatten die schon oben nam haft gemachten vier Kreisdireclionsbezirke ,	gleicher_ADJA Weise_NN untersuchen_VVINF ._$. Nach_APPR der_ART jüngsten_ADJA (_$( 1849er_NN )_$(	Zählung_NN	hatten_VAFIN die_ART schon_ADV oben_ADV nam_ADJA haft_ADJA gemachten_ADJA vier_CARD Kreisdireclionsbezirke_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=389	62826316	62826316
391	24480984	Jahr drei , das zwischen der vorletzten und der letzten	Zählung	liegt , von 1847 bis Achtzehnter Brief Allgemeine tun !	Jahr_NN drei_CARD ,_$, das_PRELS zwischen_APPR der_ART vorletzten_ADJA und_KON der_ART letzten_ADJA	Zählung_NN	liegt_VVFIN ,_$, von_APPR 1847_CARD bis_APPR Achtzehnter_ADJA Brief_NN Allgemeine_NN tun_VVINF !_$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=390	62826359	62826359
392	24480984	trat mir mit unverkennbarer Klarheit entgegen . Nach der 1849er	Zählung	hatten die zwei Bezirke Dresden und Leip zig zusammen 347,479	trat_VVFIN mir_PPER mit_APPR unverkennbarer_ADJA Klarheit_NN entgegen_PTKVZ ._$. Nach_APPR der_ART 1849er_NN	Zählung_NN	hatten_VAFIN die_ART zwei_CARD Bezirke_NN Dresden_NE und_KON Leip_NN zig_VVFIN zusammen_ADV 347,479_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=391	62839944	62839944
393	8612670	und spätestens am 23 . März beendigt werden , die	Zählung	nach politischen Gemeinden geschehen , durch die Gemeindräthe stattfinden ,	und_KON spätestens_ADV am_APPRART 23_CARD ._$. März_NN beendigt_VVPP werden_VAINF ,_$, die_ART	Zählung_NN	nach_APPR politischen_ADJA Gemeinden_NN geschehen_VVPP ,_$, durch_APPR die_ART Gemeindräthe_NN stattfinden_VVFIN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=392	63892920	63892920
394	8612670	auf genommen werden . 45 Dieser Verordnung gemäß ging die	Zählung	vom 18 . bis 23 . März im ganzen Kanton	auf_PTKVZ genommen_VVPP werden_VAINF ._$. 45_CARD Dieser_PDAT Verordnung_NN gemäß_APPO ging_VVFIN die_ART	Zählung_NN	vom_APPRART 18_CARD ._$. bis_APPR 23_CARD ._$. März_NN im_APPRART ganzen_ADJA Kanton_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=393	63892965	63892965
